1 2 
2.3207 1 0 
10.845 0 1 
9.0952 0 1 
-0.82311 0 1 
-4.2026 0 1 
-14.159 1 0 
-4.8178 1 0 
-0.18729 1 0 
0.17052 1 0 
1.0768 1 0 
7.9821 1 0 
12.965 0 1 
-3.3736 0 1 
-8.425 0 1 
-10.794 1 0 
-5.3357 0 1 
-7.1445 0 1 
-11.774 1 0 
-5.8027 1 0 
-5.7589 0 1 
-11.75 1 0 
-7.082 1 0 
-4.5715 0 1 
-10.124 1 0 
-9.5516 1 0 
-3.8582 0 1 
-7.2293 0 1 
-12.623 1 0 
-4.1941 0 1 
-4.2602 0 1 
-12.095 1 0 
-7.3682 1 0 
-2.2937 0 1 
-5.7392 0 1 
-14.488 1 0 
-3.1744 1 0 
-0.7318 0 1 
-2.5902 0 1 
-13.278 1 0 
-5.9444 1 0 
2.4886 1 0 
8.1052 1 0 
12.198 0 1 
2.916 1 0 
3.3763 1 0 
11.848 0 1 
7.8483 0 1 
0.86724 1 0 
1.1976 1 0 
6.3885 1 0 
15.314 0 1 
-0.5063 0 1 
-4.9053 0 1 
-13.026 1 0 
-5.8959 1 0 
-2.6072 0 1 
-7.5655 0 1 
-13.063 1 0 
-2.2426 1 0 
-1.453 0 1 
-6.2537 0 1 
-15.13 1 0 
-0.70978 1 0 
2.8385 1 0 
10.69 0 1 
9.3152 0 1 
0.89402 0 1 
0.65203 1 0 
3.3977 1 0 
16.286 0 1 
2.3074 0 1 
-4.1207 0 1 
-11.056 1 0 
-8.5034 1 0 
-3.3212 0 1 
-7.2393 0 1 
-12.933 1 0 
-3.522 1 0 
-3.3254 0 1 
-11.162 1 0 
-8.697 1 0 
-1.2829 0 1 
-2.0869 0 1 
-9.9704 0 1 
-10.25 1 0 
0.86463 1 0 
4.4608 1 0 
14.051 0 1 
4.843 0 1 
0.71591 1 0 
1.8569 1 0 
10.09 0 1 
10.008 0 1 
-1.8062 0 1 
-6.5099 0 1 
-13.413 1 0 
-3.8576 1 0 
-2.8792 0 1 
-9.8181 0 1 
-10.417 1 0 
-1.2981 1 0 
-1.2345 0 1 
-6.0737 0 1 
-15.562 1 0 
-0.095601 1 0 
4.0705 1 0 
12.483 0 1 
6.9093 0 1 
1.8976 1 0 
4.9026 1 0 
14.888 0 1 
3.4546 0 1 
-0.18505 0 1 
-1.3661 0 1 
-8.1255 0 1 
-12.855 1 0 
1.8176 1 0 
6.6171 1 0 
12.889 0 1 
4.5802 0 1 
3.974 1 0 
11.398 0 1 
8.2827 0 1 
2.3038 1 0 
5.1658 1 0 
14.486 0 1 
3.8141 0 1 
0.70623 1 0 
2.2197 1 0 
11.829 0 1 
7.7008 0 1 
-2.2069 0 1 
-7.3689 0 1 
-12.866 1 0 
-3.2916 1 0 
-3.1643 0 1 
-11.016 1 0 
-8.8963 1 0 
-1.0593 0 1 
-1.3284 0 1 
-6.8113 0 1 
-14.707 1 0 
0.44505 1 0 
4.5909 1 0 
13.104 0 1 
5.9622 0 1 
2.0886 1 0 
6.0569 1 0 
14.577 0 1 
2.5016 0 1 
0.12811 1 0 
0.1508 1 0 
0.98508 1 0 
7.6606 1 0 
13.475 0 1 
-3.5981 0 1 
-8.529 0 1 
-10.519 1 0 
-5.6398 0 1 
-7.527 0 1 
-11.365 1 0 
-5.9473 0 1 
-6.3739 0 1 
-11.634 1 0 
-6.7822 1 0 
-5.3031 0 1 
-10.872 1 0 
-8.387 1 0 
-4.488 0 1 
-8.9746 0 1 
-10.799 1 0 
-4.1932 0 1 
-6.4435 0 1 
-12.816 1 0 
-5.023 1 0 
-4.086 0 1 
-11.194 1 0 
-8.4935 1 0 
-2.6141 0 1 
-5.7777 0 1 
-14.184 1 0 
-3.6324 1 0 
-1.4342 0 1 
-5.2404 0 1 
-15.617 1 0 
-1.9305 1 0 
1.8594 1 0 
7.6271 1 0 
13.282 0 1 
1.1141 0 1 
-0.86539 0 1 
-4.323 0 1 
-16.377 1 0 
-1.7603 1 0 
3.3387 1 0 
10.706 0 1 
9.184 0 1 
2.1159 1 0 
4.0974 1 0 
13.963 0 1 
5.1156 0 1 
0.20727 0 1 
-0.17202 0 1 
-1.0803 0 1 
-7.9719 0 1 
-12.986 1 0 
3.3365 1 0 
8.396 1 0 
10.836 0 1 
5.3128 1 0 
7.0888 1 0 
11.817 0 1 
5.8053 0 1 
5.6846 1 0 
11.737 0 1 
7.1464 0 1 
4.4946 1 0 
9.9972 0 1 
9.7222 0 1 
3.8082 1 0 
7.0112 1 0 
12.794 0 1 
4.2549 0 1 
4.0399 1 0 
11.763 0 1 
7.8296 0 1 
2.169 1 0 
5.1069 1 0 
14.621 0 1 
3.6683 0 1 
0.4252 1 0 
1.109 1 0 
6.7254 1 0 
14.996 0 1 
-1.4561 0 1 
-6.2812 0 1 
-12.747 1 0 
-5.1889 1 0 
-4.1604 0 1 
-11.158 1 0 
-8.5138 1 0 
-2.7532 0 1 
-6.0796 0 1 
-13.985 1 0 
-3.5625 1 0 
-1.7872 0 1 
-6.6191 0 1 
-14.488 1 0 
-1.2993 1 0 
1.391 1 0 
6.3595 1 0 
14.961 0 1 
0.81927 0 1 
-2.542 0 1 
-10.024 0 1 
-10.185 1 0 
-0.7114 1 0 
0.24333 1 0 
1.4138 1 0 
9.4513 1 0 
10.716 0 1 
-3.1314 0 1 
-8.4131 0 1 
-11.186 1 0 
-4.597 0 1 
-6.3499 0 1 
-12.57 1 0 
-5.5008 1 0 
-4.3875 0 1 
-11.18 1 0 
-8.4151 1 0 
-3.0882 0 1 
-6.8618 0 1 
-13.343 1 0 
-3.4436 1 0 
-2.7077 0 1 
-9.7089 0 1 
-10.582 1 0 
-1.0086 1 0 
-0.38254 0 1 
-1.8665 0 1 
-11.688 1 0 
-7.6475 1 0 
3.4067 1 0 
9.0784 1 0 
10.679 0 1 
4.0825 1 0 
6.4483 1 0 
12.889 0 1 
4.9019 0 1 
3.9709 1 0 
11.131 0 1 
8.6001 0 1 
2.4656 1 0 
5.3523 1 0 
14.346 0 1 
3.8474 0 1 
1.0511 1 0 
3.6071 1 0 
15.11 0 1 
3.7814 0 1 
-2.144 0 1 
-7.8105 0 1 
-12.817 1 0 
-2.0377 1 0 
-1.3025 0 1 
-5.7519 0 1 
-15.678 1 0 
-0.80668 1 0 
3.1175 1 0 
11.045 0 1 
8.8413 0 1 
1.2709 1 0 
1.979 1 0 
9.54 1 0 
10.84 0 1 
-0.82374 0 1 
-4.4513 0 1 
-13.928 1 0 
-5.0042 1 0 
-0.86962 0 1 
-2.3781 0 1 
-11.995 1 0 
-7.5482 1 0 
1.8416 1 0 
6.6332 1 0 
13.65 0 1 
3.2058 0 1 
2.0706 1 0 
7.8977 1 0 
12.983 0 1 
0.88061 0 1 
-1.1789 0 1 
-5.7479 0 1 
-15.737 1 0 
-0.67107 1 0 
3.349 1 0 
11.447 0 1 
8.317 0 1 
1.434 1 0 
2.7294 1 0 
12.048 0 1 
7.5789 0 1 
-0.84757 0 1 
-4.1045 0 1 
-14.416 1 0 
-4.5296 1 0 
0.31723 1 0 
2.029 1 0 
10.813 0 1 
9.0385 0 1 
-1.8376 0 1 
-6.5768 0 1 
-13.494 1 0 
-3.6057 1 0 
-2.6099 0 1 
-9.2928 0 1 
-11.119 1 0 
-1.0866 1 0 
-0.31353 0 1 
-1.4658 0 1 
-9.6079 0 1 
-10.504 1 0 
3.0412 1 0 
8.3397 1 0 
11.319 0 1 
4.478 1 0 
6.1148 1 0 
12.7 0 1 
5.5426 0 1 
4.0702 1 0 
10.759 0 1 
9.0084 0 1 
2.8376 1 0 
5.9001 1 0 
13.967 0 1 
3.8346 0 1 
1.8897 1 0 
6.7991 1 0 
14.245 0 1 
1.3847 0 1 
-1.0493 0 1 
-5.0098 0 1 
-16.102 1 0 
-1.4177 1 0 
2.9295 1 0 
10.331 0 1 
9.7339 0 1 
1.4901 1 0 
2.1226 1 0 
9.8077 1 0 
10.482 0 1 
-0.60127 0 1 
-3.8505 0 1 
-13.581 1 0 
-5.6426 1 0 
-0.29268 1 0 
-0.00033034 1 0 
0.040555 1 0 
0.31437 1 0 
2.7732 1 0 
18.017 0 1 
0.048627 0 1 
-6.9191 0 1 
-10.37 1 0 
-7.5469 1 0 
-6.8719 0 1 
-10.323 1 0 
-8.0141 1 0 
-6.4647 0 1 
-10.039 1 0 
-8.6371 1 0 
-6.1236 0 1 
-9.5176 1 0 
-9.406 1 0 
-5.8921 0 1 
-8.7724 0 1 
-10.257 1 0 
-5.8298 0 1 
-7.8541 0 1 
-11.032 1 0 
-6.0232 0 1 
-6.8476 0 1 
-11.453 1 0 
-6.5994 1 0 
-5.8614 0 1 
-11.17 1 0 
-7.7275 1 0 
-5.0222 0 1 
-9.9609 1 0 
-9.5349 1 0 
-4.4968 0 1 
-7.9695 0 1 
-11.711 1 0 
-4.5837 0 1 
-5.7108 0 1 
-12.638 1 0 
-5.9667 1 0 
-3.7861 0 1 
-10.006 1 0 
-9.9639 1 0 
-2.7904 0 1 
-5.0767 0 1 
-13.971 1 0 
-4.6159 1 0 
-1.492 0 1 
-4.886 0 1 
-15.477 1 0 
-2.593 1 0 
1.3785 1 0 
5.9097 1 0 
15.12 0 1 
1.6657 0 1 
-1.4658 0 1 
-6.475 0 1 
-14.746 1 0 
-1.0365 1 0 
2.0279 1 0 
8.5813 1 0 
12.111 0 1 
0.55595 0 1 
-1.4816 0 1 
-7.1583 0 1 
-14.13 1 0 
-0.035701 1 0 
3.487 1 0 
12.246 0 1 
7.3323 0 1 
0.96687 1 0 
1.7388 1 0 
8.9656 1 0 
11.636 0 1 
-1.1308 0 1 
-5.2456 0 1 
-13.846 1 0 
-4.6147 1 0 
-1.8738 0 1 
-6.2263 0 1 
-14.695 1 0 
-1.8925 1 0 
0.70832 1 0 
3.4915 1 0 
15.458 0 1 
3.3545 0 1 
-2.8222 0 1 
-9.2964 0 1 
-10.927 1 0 
-2.2976 0 1 
-3.312 0 1 
-12.385 1 0 
-7.1898 1 0 
-0.27354 1 0 
0.51395 1 0 
2.9882 1 0 
15.895 0 1 
2.7781 0 1 
-4.3851 0 1 
-10.951 1 0 
-8.4894 1 0 
-3.842 0 1 
-8.1026 0 1 
-11.933 1 0 
-3.7485 0 1 
-4.7581 0 1 
-12.941 1 0 
-6.145 1 0 
-2.3407 0 1 
-6.6717 0 1 
-13.995 1 0 
-2.4269 1 0 
-0.7764 0 1 
-3.1271 0 1 
-14.906 1 0 
-4.0404 1 0 
2.8789 1 0 
9.1819 1 0 
11.005 0 1 
2.5917 1 0 
3.8567 1 0 
13.065 0 1 
6.2895 0 1 
0.75248 1 0 
1.4364 1 0 
7.8474 1 0 
13.274 0 1 
-1.1912 0 1 
-5.5903 0 1 
-13.441 1 0 
-4.8818 1 0 
-2.751 0 1 
-8.6768 0 1 
-11.815 1 0 
-1.7841 1 0 
-1.551 0 1 
-7.0727 0 1 
-14.231 1 0 
-0.12812 1 0 
3.3541 1 0 
12.007 0 1 
7.6409 0 1 
0.90323 1 0 
1.4001 1 0 
7.3957 1 0 
13.919 0 1 
-0.83075 0 1 
-5.057 0 1 
-13.398 1 0 
-5.3399 1 0 
-2.3339 0 1 
-7.1944 0 1 
-13.573 1 0 
-2.0076 1 0 
-0.58812 0 1 
-2.4479 0 1 
-13.352 1 0 
-5.7799 1 0 
3.0088 1 0 
8.9603 1 0 
11.101 0 1 
3.2389 1 0 
4.923 1 0 
13.488 0 1 
5.3601 0 1 
1.9682 1 0 
6.0642 1 0 
14.691 0 1 
2.256 0 1 
-0.27312 0 1 
-1.6024 0 1 
-9.6562 0 1 
-10.535 1 0 
2.4153 1 0 
7.5386 1 0 
12.31 0 1 
4.1133 1 0 
4.6307 1 0 
12.534 0 1 
6.7045 0 1 
2.5235 1 0 
6.7884 1 0 
13.777 0 1 
2.6507 0 1 
1.3141 1 0 
5.3687 1 0 
15.805 0 1 
1.3756 0 1 
-2.5771 0 1 
-9.7053 0 1 
-10.57 1 0 
-1.1449 1 0 
-0.7496 0 1 
-3.7341 0 1 
-16.463 1 0 
-1.9937 1 0 
3.9208 1 0 
11.097 0 1 
8.5428 0 1 
2.9313 1 0 
6.4432 1 0 
13.694 0 1 
3.5223 0 1 
2.2508 1 0 
8.2558 1 0 
12.486 0 1 
1.0319 0 1 
-0.56264 0 1 
-2.9654 0 1 
-15.067 1 0 
-3.8082 1 0 
3.4506 1 0 
9.9973 0 1 
9.8959 0 1 
3.0636 1 0 
5.6591 1 0 
13.811 0 1 
4.3491 0 1 
2.1529 1 0 
7.3258 1 0 
13.561 0 1 
1.5359 0 1 
-0.23531 0 1 
-1.3809 0 1 
-8.8074 0 1 
-11.762 1 0 
2.5623 1 0 
7.6889 1 0 
11.966 0 1 
4.4982 1 0 
5.3281 1 0 
12.624 0 1 
6.2426 0 1 
3.3783 1 0 
9.0717 1 0 
11.15 0 1 
2.6312 1 0 
3.8169 1 0 
12.959 0 1 
6.4267 0 1 
0.77937 1 0 
1.4772 1 0 
8.0104 1 0 
13.031 0 1 
-1.1934 0 1 
-5.5581 0 1 
-13.499 1 0 
-4.8297 1 0 
-2.6403 0 1 
-8.4213 0 1 
-12.146 1 0 
-1.738 1 0 
-1.2177 0 1 
-5.5988 0 1 
-15.899 1 0 
-0.68762 1 0 
3.4588 1 0 
11.548 0 1 
8.1744 0 1 
1.5835 1 0 
3.2476 1 0 
13.223 0 1 
6.1499 0 1 
-0.68066 0 1 
-3.4673 0 1 
-14.086 1 0 
-5.0754 1 0 
1.0962 1 0 
4.7439 1 0 
15.157 0 1 
3.1841 0 1 
-0.7754 0 1 
-3.6776 0 1 
-15.175 1 0 
-3.685 1 0 
2.0954 1 0 
7.7176 1 0 
12.945 0 1 
1.9849 0 1 
1.0978 1 0 
4.8586 1 0 
16.266 0 1 
1.3534 0 1 
-3.2099 0 1 
-10.782 1 0 
-9.1336 1 0 
-1.7461 0 1 
-3.1608 0 1 
-12.76 1 0 
-6.7234 1 0 
0.42282 1 0 
2.707 1 0 
12.43 0 1 
7.0855 0 1 
-1.2197 0 1 
-5.1146 0 1 
-14.7 1 0 
-3.5218 1 0 
-0.28663 0 1 
-0.57425 0 1 
-3.6038 0 1 
-17.333 1 0 
-0.86732 1 0 
5.3395 1 0 
11.676 0 1 
7.2263 0 1 
4.4845 1 0 
9.9219 0 1 
9.8086 0 1 
3.8257 1 0 
6.9583 1 0 
12.815 0 1 
4.3052 0 1 
4.0293 1 0 
11.706 0 1 
7.9007 0 1 
2.1909 1 0 
5.1201 1 0 
14.599 0 1 
3.6882 0 1 
0.47217 1 0 
1.2978 1 0 
7.7433 1 0 
13.443 0 1 
-1.7423 0 1 
-6.5369 0 1 
-12.856 1 0 
-4.7356 1 0 
-4.041 0 1 
-11.365 1 0 
-8.3036 1 0 
-2.4357 0 1 
-5.4823 0 1 
-14.38 1 0 
-3.6623 1 0 
-1.0186 0 1 
-3.5666 0 1 
-15.123 1 0 
-3.7702 1 0 
2.2366 1 0 
8.0264 1 0 
12.546 0 1 
2.0696 0 1 
1.5867 1 0 
6.9676 1 0 
14.321 0 1 
0.36231 0 1 
-2.9544 0 1 
-11.222 1 0 
-8.6446 1 0 
-0.68468 1 0 
-0.30459 0 1 
-1.594 0 1 
-10.61 1 0 
-9.0122 1 0 
3.4958 1 0 
8.9501 1 0 
10.658 0 1 
4.4919 1 0 
6.8557 1 0 
12.451 0 1 
5.0922 0 1 
4.7504 1 0 
11.842 0 1 
7.4963 0 1 
3.2167 1 0 
7.8099 1 0 
12.512 0 1 
3.0554 1 0 
3.2636 1 0 
11.467 0 1 
8.3292 0 1 
0.93096 1 0 
1.1938 1 0 
6.283 1 0 
15.427 0 1 
-0.37999 0 1 
-4.7484 0 1 
-12.952 1 0 
-6.071 1 0 
-2.4838 0 1 
-7.1153 0 1 
-13.546 1 0 
-2.3411 1 0 
-1.1431 0 1 
-4.8279 0 1 
-16.149 1 0 
-1.5905 1 0 
2.9025 1 0 
10.185 0 1 
9.913 0 1 
1.5652 1 0 
2.2214 1 0 
10.085 1 0 
10.11 0 1 
-0.54417 0 1 
-3.6354 0 1 
-13.416 1 0 
-5.8851 1 0 
-0.049787 1 0 
0.93979 1 0 
5.4502 1 0 
16.522 0 1 
-0.40728 0 1 
-5.2713 0 1 
-12.656 1 0 
-6.1307 1 0 
-3.4608 0 1 
-9.3139 0 1 
-10.852 1 0 
-2.6355 0 1 
-4.0669 0 1 
-13.317 1 0 
-5.9305 1 0 
-0.88032 0 1 
-2.0333 0 1 
-10.503 1 0 
-9.4798 1 0 
1.5554 1 0 
5.9886 1 0 
13.888 0 1 
3.797 0 1 
2.0325 1 0 
7.3202 1 0 
13.641 0 1 
1.2679 0 1 
-0.80179 0 1 
-4.0013 0 1 
-16.205 1 0 
-2.2217 1 0 
3.2294 1 0 
10.342 0 1 
9.6289 0 1 
2.2191 1 0 
4.0557 1 0 
13.78 0 1 
5.3566 0 1 
0.35206 0 1 
0.30296 1 0 
1.7853 1 0 
12.033 0 1 
7.0541 0 1 
-4.1021 0 1 
-9.6791 0 1 
-9.7692 1 0 
-4.6456 0 1 
-7.8739 0 1 
-11.706 1 0 
-4.7871 0 1 
-5.8162 0 1 
-12.496 1 0 
-6.0778 1 0 
-4.0331 0 1 
-10.288 1 0 
-9.564 1 0 
-3.0254 0 1 
-5.8532 0 1 
-13.822 1 0 
-4.1239 1 0 
-2.1868 0 1 
-7.5955 0 1 
-13.263 1 0 
-1.3968 1 0 
0.28107 1 0 
1.5937 1 0 
9.9773 1 0 
10.019 0 1 
-2.81 0 1 
-8.1145 0 1 
-11.683 1 0 
-4.1979 0 1 
-5.4726 0 1 
-12.894 1 0 
-5.7969 1 0 
-3.2727 0 1 
-9.1994 0 1 
-11.044 1 0 
-2.3936 0 1 
-3.4262 0 1 
-12.516 1 0 
-7.0215 1 0 
-0.40353 1 0 
0.026158 1 0 
0.2119 1 0 
1.6053 1 0 
12.354 0 1 
6.322 0 1 
-5.2065 0 1 
-9.9492 1 0 
-8.8995 1 0 
-5.784 0 1 
-9.2448 0 1 
-9.877 1 0 
-5.5933 0 1 
-8.2435 0 1 
-10.881 1 0 
-5.6636 0 1 
-7.0881 0 1 
-11.592 1 0 
-6.1468 1 0 
-5.9202 0 1 
-11.514 1 0 
-7.271 1 0 
-4.9027 0 1 
-10.25 1 0 
-9.2734 1 0 
-4.2388 0 1 
-7.9443 0 1 
-11.868 1 0 
-4.2991 0 1 
-5.331 0 1 
-12.779 1 0 
-6.0405 1 0 
-3.2331 0 1 
-8.9331 0 1 
-11.356 1 0 
-2.4735 0 1 
-3.3423 0 1 
-12.248 1 0 
-7.3582 1 0 
-0.46102 1 0 
-0.056533 0 1 
-0.25772 0 1 
-1.9388 0 1 
-14.083 1 0 
-4.3527 1 0 
5.4765 1 0 
10.322 0 1 
8.4664 0 1 
5.7304 1 0 
9.6281 0 1 
9.5234 0 1 
5.4308 1 0 
8.5603 1 0 
10.708 0 1 
5.3996 1 0 
7.2692 1 0 
11.667 0 1 
5.8113 1 0 
5.9344 1 0 
11.76 0 1 
6.9523 0 1 
4.7616 1 0 
10.396 0 1 
9.172 0 1 
3.9965 1 0 
7.7422 1 0 
12.162 0 1 
4.1037 1 0 
4.8161 1 0 
12.683 0 1 
6.4405 0 1 
2.6618 1 0 
7.325 1 0 
13.254 0 1 
2.498 0 1 
1.6788 1 0 
6.9907 1 0 
14.226 0 1 
0.63008 0 1 
-2.398 0 1 
-9.8664 0 1 
-10.402 1 0 
-0.42548 1 0 
1.1169 1 0 
5.798 1 0 
15.878 0 1 
0.16632 0 1 
-4.1504 0 1 
-12.428 1 0 
-6.9468 1 0 
-2.094 0 1 
-5.4545 0 1 
-14.734 1 0 
-3.1323 1 0 
-0.24773 0 1 
-0.5169 0 1 
-3.2961 0 1 
-17.077 1 0 
-1.2944 1 0 
5.3098 1 0 
11.471 0 1 
7.4661 0 1 
4.6254 1 0 
9.8651 0 1 
9.8127 0 1 
4.0328 1 0 
7.2199 1 0 
12.526 0 1 
4.4006 1 0 
4.5057 1 0 
12.184 0 1 
7.1789 0 1 
2.6133 1 0 
6.6909 1 0 
13.78 0 1 
2.8694 0 1 
1.5645 1 0 
6.2511 1 0 
15.004 0 1 
1.0674 0 1 
-2.1834 0 1 
-8.9842 0 1 
-11.561 1 0 
-0.6561 1 0 
0.98924 1 0 
5.07 1 0 
16.398 0 1 
0.77885 0 1 
-3.8247 0 1 
-11.766 1 0 
-7.8233 1 0 
-2.1317 0 1 
-5.0097 0 1 
-14.637 1 0 
-3.7286 1 0 
-0.34119 0 1 
-0.74171 0 1 
-4.5916 0 1 
-17.398 1 0 
0.24503 1 0 
5.6363 1 0 
12.195 0 1 
6.4439 0 1 
4.3266 1 0 
10.371 0 1 
9.3692 0 1 
3.4135 1 0 
6.7098 1 0 
13.22 0 1 
3.9643 0 1 
3.243 1 0 
10.595 0 1 
9.4015 0 1 
1.5096 1 0 
2.3613 1 0 
10.683 0 1 
9.3175 0 1 
-0.65471 0 1 
-3.7879 0 1 
-13.767 1 0 
-5.4274 1 0 
0.049032 1 0 
1.1939 1 0 
6.8521 1 0 
14.754 0 1 
-1.0794 0 1 
-5.6663 0 1 
-13.105 1 0 
-5.2722 1 0 
-3.2923 0 1 
-9.6423 0 1 
-10.529 1 0 
-2.1812 0 1 
-3.3445 0 1 
-12.598 1 0 
-6.9253 1 0 
-0.15173 1 0 
0.84782 1 0 
4.8369 1 0 
16.937 0 1 
0.17875 0 1 
-4.8993 0 1 
-12.339 1 0 
-6.7219 1 0 
-3.3291 0 1 
-8.6129 0 1 
-11.665 1 0 
-2.7936 0 1 
-3.6744 0 1 
-12.548 1 0 
-6.9543 1 0 
-0.88235 0 1 
-1.6178 0 1 
-8.532 0 1 
-12.262 1 0 
1.1636 1 0 
5.3936 1 0 
13.695 0 1 
4.7006 0 1 
2.2218 1 0 
7.2976 1 0 
13.546 0 1 
1.7047 0 1 
0.085779 1 0 
0.13472 1 0 
0.91669 1 0 
7.3072 1 0 
14.078 0 1 
-3.6308 0 1 
-8.4957 0 1 
-10.445 1 0 
-5.8184 0 1 
-7.6248 0 1 
-11.192 1 0 
-6.0885 0 1 
-6.5947 0 1 
-11.487 1 0 
-6.7882 1 0 
-5.6148 0 1 
-10.979 1 0 
-8.0992 1 0 
-4.8222 0 1 
-9.5108 0 1 
-10.102 1 0 
-4.4098 0 1 
-7.35 0 1 
-12.218 1 0 
-4.7554 0 1 
-5.0896 0 1 
-12.326 1 0 
-6.7522 1 0 
-3.3342 0 1 
-8.6006 0 1 
-11.675 1 0 
-2.8076 0 1 
-3.689 0 1 
-12.559 1 0 
-6.9391 1 0 
-0.90133 0 1 
-1.688 0 1 
-8.842 0 1 
-11.811 1 0 
1.2035 1 0 
5.4168 1 0 
13.772 0 1 
4.5744 0 1 
2.1145 1 0 
7.0465 1 0 
13.854 0 1 
1.6806 0 1 
-0.21553 0 1 
-1.2969 0 1 
-8.2901 0 1 
-12.571 1 0 
2.4011 1 0 
7.458 1 0 
12.112 0 1 
4.6364 1 0 
5.1957 1 0 
12.468 0 1 
6.5185 0 1 
3.3545 1 0 
8.8165 1 0 
11.438 0 1 
2.7267 1 0 
3.7545 1 0 
12.755 0 1 
6.6881 0 1 
0.85142 1 0 
1.6219 1 0 
8.6112 1 0 
12.145 0 1 
-1.23 0 1 
-5.5099 0 1 
-13.681 1 0 
-4.619 1 0 
-2.3203 0 1 
-7.6565 0 1 
-13.127 1 0 
-1.6348 1 0 
-0.28702 0 1 
-1.135 0 1 
-7.4484 0 1 
-13.907 1 0 
2.2913 1 0 
7.3206 1 0 
12.051 0 1 
4.9596 1 0 
5.3799 1 0 
12.29 0 1 
6.6381 0 1 
3.7302 1 0 
9.3951 1 0 
10.669 0 1 
3.0053 1 0 
4.9142 1 0 
13.698 0 1 
5.0897 0 1 
1.6967 1 0 
5.3325 1 0 
15.222 0 1 
2.4801 0 1 
-0.89164 0 1 
-4.1682 0 1 
-15.765 1 0 
-2.7321 1 0 
2.3224 1 0 
8.525 1 0 
12.015 0 1 
1.6858 0 1 
1.1963 1 0 
5.5408 1 0 
15.964 0 1 
0.68345 0 1 
-3.5191 0 1 
-11.609 1 0 
-8.0889 1 0 
-1.6567 0 1 
-3.5096 0 1 
-13.674 1 0 
-5.5854 1 0 
0.57623 1 0 
3.07 1 0 
13.547 0 1 
5.7324 0 1 
-1.4158 0 1 
-5.6656 0 1 
-14.703 1 0 
-2.8812 1 0 
-0.21479 0 1 
-0.44105 0 1 
-2.8448 0 1 
-16.316 1 0 
-2.2112 1 0 
5.1674 1 0 
11.128 0 1 
7.9025 0 1 
4.7436 1 0 
9.6106 1 0 
10.033 0 1 
4.2777 1 0 
7.2876 1 0 
12.337 0 1 
4.6407 1 0 
4.8783 1 0 
12.292 0 1 
6.8962 0 1 
3.075 1 0 
7.9622 1 0 
12.439 0 1 
2.7598 1 0 
2.8977 1 0 
10.867 0 1 
9.1035 0 1 
0.58761 0 1 
-0.16541 0 1 
-1.0019 0 1 
-7.0779 0 1 
-14.511 1 0 
2.655 1 0 
7.7258 1 0 
11.487 0 1 
5.2902 1 0 
6.2428 1 0 
12.114 0 1 
6.2482 0 1 
4.7944 1 0 
10.975 0 1 
8.4996 0 1 
3.7763 1 0 
7.999 1 0 
12.059 0 1 
3.713 1 0 
4.5773 1 0 
12.83 0 1 
6.3615 0 1 
2.1833 1 0 
6.082 1 0 
14.476 0 1 
2.6539 0 1 
0.41049 1 0 
1.3775 1 0 
8.4553 1 0 
12.333 0 1 
-2.1815 0 1 
-7.1563 0 1 
-12.469 1 0 
-4.497 0 1 
-4.6244 0 1 
-12.213 1 0 
-7.099 1 0 
-2.7701 0 1 
-7.1268 0 1 
-13.354 1 0 
-2.8057 1 0 
-2.0024 0 1 
-7.9797 0 1 
-12.914 1 0 
-0.63533 1 0 
1.68 1 0 
7.7993 1 0 
13.233 0 1 
0.10019 0 1 
-2.9891 0 1 
-11.598 1 0 
-8.174 1 0 
-0.40781 1 0 
0.38657 1 0 
2.2343 1 0 
13.574 0 1 
5.3438 0 1 
-3.946 0 1 
-9.9724 1 0 
-9.6424 1 0 
-4.0564 0 1 
-7.4007 0 1 
-12.388 1 0 
-4.3368 0 1 
-4.6709 0 1 
-12.383 1 0 
-6.8735 1 0 
-2.7066 0 1 
-7.1328 0 1 
-13.39 1 0 
-2.7015 1 0 
-1.825 0 1 
-7.4015 0 1 
-13.68 1 0 
-0.66108 1 0 
2.0278 1 0 
8.8717 1 0 
11.746 0 1 
0.22119 0 1 
-2.1443 0 1 
-9.6835 0 1 
-10.656 1 0 
0.23694 1 0 
2.9629 1 0 
12.15 0 1 
7.4797 0 1 
-0.21225 0 1 
-2.1681 0 1 
-10.632 1 0 
-9.3489 1 0 
1.135 1 0 
5.0172 1 0 
14.3 0 1 
4.1715 0 1 
0.9553 1 0 
3.072 1 0 
14.119 0 1 
5.0156 0 1 
-2.0834 0 1 
-7.4293 0 1 
-13.131 1 0 
-2.4582 1 0 
-1.7404 0 1 
-7.2699 0 1 
-13.88 1 0 
-0.53985 1 0 
2.3792 1 0 
9.9092 1 0 
10.349 0 1 
0.32122 0 1 
-1.3823 0 1 
-7.0082 0 1 
-14.394 1 0 
0.25772 1 0 
4.1441 1 0 
12.922 0 1 
6.3616 0 1 
1.573 1 0 
4.2017 1 0 
14.872 0 1 
3.913 0 1 
-0.85572 0 1 
-3.9576 0 1 
-15.199 1 0 
-3.5778 1 0 
1.6757 1 0 
6.6337 1 0 
14.227 0 1 
1.9328 0 1 
-0.1593 0 1 
-1.0588 0 1 
-6.8488 0 1 
-14.852 1 0 
1.9243 1 0 
6.902 1 0 
12.296 0 1 
5.1422 0 1 
5.0042 1 0 
11.978 0 1 
7.2212 0 1 
